 Transaction_date;Product;Price;Payment_Type
01/18/2009 16:32;Product2;3600;Visa
01/18/2009 17:04;Product2;3600;Visa
01/18/2009 17:20;Product2;3600;Visa
01/18/2009 17:39;Product2;3600;Visa
01/11/2009 11:20;Product1;1200;Visa
01/12/2009 16:50;Product1;1200;Visa
01/12/2009 15:12;Product1;1200;Mastercard
01/09/2009 18:52;Product1;1200;Visa
01/18/2009 23:17;Product1;1200;Visa
01/05/2009 19:37;Product1;1200;Amex
01/14/2009 18:21;Product1;1200;Visa
01/11/2009 19:01;Product1;1200;Diners
01/15/2009 08:07;Product1;1200;Visa
01/15/2009 08:10;Product1;1200;Visa
01/02/2009 17:45;Product1;1200;Mastercard
01/19/2009 16:10;Product1;1200;Mastercard
01/19/2009 16:55;Product1;1200;Mastercard
01/10/2009 17:41;Product1;1200;Visa
01/18/2009 13:49;Product2;3600;Visa
01/15/2009 05:47;Product1;1200;Visa
01/19/2009 23:06;Product1;1200;Mastercard
01/03/2009 10:52;Product1;1200;Visa
01/20/2009 05:24;Product3;7500;Mastercard
01/20/2009 06:03;Product1;1200;Mastercard
01/10/2009 11:37;Product1;1200;Amex
01/19/2009 16:32;Product1;1200;Amex
01/18/2009 10:42;Product1;1200;Visa
01/20/2009 12:34;Product1;1200;Mastercard
01/15/2009 11:26;Product1;1200;Visa
01/12/2009 19:47;Product1;1200;Mastercard
01/04/2009 19:20;Product1;1200;Amex
01/10/2009 08:33;Product2;3600;Mastercard
01/16/2009 02:41;Product3;7500;Visa
01/20/2009 08:10;Product1;1200;Amex
01/06/2009 12:45;Product2;3600;Amex
01/10/2009 08:13;Product1;1200;Visa
01/07/2009 14:15;Product1;1200;Mastercard
01/08/2009 15:27;Product1;1200;Mastercard
01/21/2009 14:06;Product1;1200;Visa
01/19/2009 19:07;Product1;1200;Diners
01/18/2009 06:27;Product1;1200;Mastercard
01/20/2009 11:58;Product1;1200;Mastercard
01/20/2009 16:32;Product1;1200;Visa
01/01/2009 07:09;Product1;1200;Amex
01/21/2009 14:55;Product1;1200;Diners
01/07/2009 22:29;Product1;1200;Mastercard
01/18/2009 16:50;Product1;1200;Visa
01/21/2009 12:08;Product2;3600;Visa
01/22/2009 06:41;Product1;1200;Visa
01/12/2009 09:23;Product1;1200;Mastercard
01/22/2009 08:23;Product1;1200;Visa
01/20/2009 08:51;Product1;1200;Visa
01/06/2009 08:34;Product1;1200;Visa
01/23/2009 03:33;Product2;3600;Mastercard
01/21/2009 14:15;Product1;1200;Amex
01/21/2009 06:39;Product1;1200;Amex
01/19/2009 08:14;Product1;1200;Visa
01/22/2009 23:35;Product1;1200;Mastercard
01/21/2009 07:59;Product1;1200;Visa
01/23/2009 07:37;Product2;3600;Amex
01/18/2009 14:39;Product1;1200;Visa
01/17/2009 07:23;Product1;1200;Visa
01/23/2009 11:37;Product1;1200;Diners
01/19/2009 15:02;Product1;1200;Mastercard
01/07/2009 19:03;Product2;3600;Mastercard
01/17/2009 14:02;Product1;1200;Visa
01/25/2009 00:09;Product1;1200;Visa
01/06/2009 09:52;Product1;1200;Mastercard
01/13/2009 14:53;Product1;1200;Visa
01/06/2009 16:37;Product1;1200;Visa
01/18/2009 17:21;Product1;1200;Mastercard
01/13/2009 15:18;Product1;1200;Amex
01/18/2009 13:06;Product1;1200;Diners
01/22/2009 18:44;Product1;1200;Visa
01/08/2009 08:58;Product1;1200;Mastercard
01/04/2009 09:54;Product1;1200;Mastercard
01/09/2009 10:22;Product1;1200;Mastercard
01/26/2009 03:43;Product1;1200;Mastercard
01/11/2009 13:16;Product2;3600;Visa
01/21/2009 11:28;Product1;800;Amex
01/26/2009 04:30;Product1;1200;Visa
01/07/2009 17:51;Product1;1200;Visa
01/18/2009 20:16;Product1;1200;Mastercard
01/24/2009 18:43;Product1;1200;Visa
01/26/2009 06:25;Product1;1200;Visa
01/21/2009 16:57;Product1;1200;Mastercard
01/20/2009 07:08;Product2;3600;Visa
01/27/2009 02:26;Product1;1200;Diners
01/13/2009 08:11;Product2;3600;Visa
01/08/2009 18:52;Product1;1200;Visa
01/27/2009 15:28;Product1;1200;Visa
01/08/2009 18:41;Product1;1200;Diners
01/04/2009 18:34;Product1;1200;Visa
01/28/2009 00:40;Product1;1200;Mastercard
01/28/2009 07:31;Product1;1200;Visa
01/28/2009 07:49;Product1;1200;Visa
01/06/2009 11:17;Product2;3600;Visa
01/09/2009 10:35;Product2;3600;Visa
01/02/2009 12:16;Product1;1200;Mastercard
01/28/2009 12:31;Product1;1200;Diners
01/14/2009 12:07;Product1;1200;Mastercard
01/07/2009 12:55;Product1;1200;Amex
01/18/2009 08:56;Product1;1200;Mastercard
01/04/2009 17:54;Product1;1200;Amex
01/05/2009 13:46;Product1;1200;Visa
01/05/2009 10:49;Product2;3600;Amex
01/12/2009 18:24;Product1;1200;Diners
01/18/2009 04:01;Product1;1200;Visa
01/28/2009 13:07;Product1;1200;Amex
01/29/2009 05:43;Product1;1200;Visa
01/29/2009 05:30;Product1;1200;Diners
01/13/2009 18:08;Product1;1200;Amex
01/09/2009 15:24;Product1;1200;Mastercard
01/23/2009 15:33;Product1;1200;Mastercard
01/29/2009 12:28;Product1;1200;Mastercard
01/29/2009 10:09;Product2;3600;Mastercard
01/29/2009 15:08;Product1;1200;Visa
01/22/2009 22:16;Product2;3600;Mastercard
01/11/2009 12:22;Product1;1200;Visa
01/02/2009 09:31;Product1;1200;Visa
01/19/2009 10:32;Product1;1200;Mastercard
01/26/2009 12:05;Product1;1250;Mastercard
01/07/2009 18:53;Product1;1200;Visa
01/26/2009 11:38;Product1;1200;Mastercard
01/08/2009 13:19;Product1;1200;Mastercard
01/30/2009 20:36;Product1;1200;Visa
01/31/2009 07:22;Product1;1200;Visa
01/31/2009 08:56;Product1;1200;Mastercard
01/11/2009 14:07;Product1;1200;Visa
01/31/2009 11:14;Product2;3600;Mastercard
01/02/2009 09:57;Product1;1200;Amex
01/04/2009 13:20;Product1;1200;Mastercard
01/18/2009 06:09;Product1;1200;Mastercard
01/24/2009 07:14;Product1;1200;Mastercard
01/24/2009 11:05;Product1;1200;Visa
01/06/2009 15:12;Product1;1200;Amex
01/03/2009 09:58;Product1;1200;Visa
01/12/2009 14:50;Product1;1200;Visa
01/07/2009 13:49;Product1;1200;Diners
01/09/2009 19:41;Product1;1200;Mastercard
01/23/2009 21:41;Product1;1200;Visa
01/06/2009 16:07;Product1;1200;Visa
01/28/2009 20:44;Product1;1200;Visa
01/19/2009 08:52;Product1;1200;Visa
01/30/2009 19:12;Product1;1200;Diners
01/05/2009 12:41;Product1;1200;Mastercard
01/28/2009 20:59;Product1;1200;Visa
01/10/2009 21:36;Product1;1200;Visa
01/25/2009 19:59;Product1;1200;Visa
01/21/2009 09:07;Product1;1200;Visa
01/27/2009 08:11;Product1;1200;Visa
01/15/2009 09:52;Product1;1200;Amex
01/13/2009 11:54;Product1;1200;Visa
01/16/2009 11:49;Product1;1200;Mastercard
01/01/2009 09:35;Product1;1200;Mastercard
01/13/2009 05:58;Product1;1200;Mastercard
01/06/2009 16:08;Product2;3600;Visa
01/05/2009 10:25;Product1;1200;Amex
01/12/2009 20:43;Product1;1200;Visa
01/17/2009 03:22;Product1;1200;Visa
01/18/2009 11:17;Product1;1200;Amex
01/11/2009 06:01;Product1;1200;Mastercard
01/19/2009 14:53;Product1;1200;Mastercard
01/15/2009 08:12;Product1;1200;Visa
01/12/2009 08:05;Product1;1200;Amex
01/25/2009 08:54;Product1;1200;Amex
01/05/2009 19:29;Product1;1200;Visa
01/07/2009 19:06;Product2;3600;Amex
01/23/2009 11:33;Product1;1200;Mastercard
01/03/2009 21:11;Product1;1200;Mastercard
01/11/2009 17:28;Product1;1200;Visa
01/29/2009 10:38;Product1;1200;Visa
01/08/2009 14:04;Product1;1200;Amex
01/31/2009 21:50;Product1;1200;Visa
01/30/2009 13:13;Product1;1200;Visa
01/27/2009 16:50;Product1;1200;Visa
01/30/2009 07:42;Product1;250;Visa
01/17/2009 15:48;Product2;3600;Visa
01/30/2009 20:27;Product1;1200;Mastercard
01/27/2009 18:35;Product1;1200;Mastercard
01/21/2009 05:39;Product1;1200;Amex
01/20/2009 08:23;Product1;1200;Mastercard
01/11/2009 04:55;Product1;1200;Amex
01/23/2009 07:47;Product1;1800;Amex
01/21/2009 23:19;Product1;1200;Amex
01/11/2009 04:29;Product3;7500;Visa
01/11/2009 04:39;Product1;1200;Visa
01/17/2009 15:00;Product1;1200;Visa
01/04/2009 14:06;Product1;1200;Visa
01/20/2009 05:01;Product1;1200;Visa
01/26/2009 14:37;Product1;1200;Visa
01/29/2009 13:27;Product1;1200;Visa
01/12/2009 10:33;Product1;1200;Amex
01/25/2009 16:11;Product3;7500;Visa
01/25/2009 20:44;Product1;1200;Visa
01/02/2009 15:57;Product1;1200;Diners
01/27/2009 11:21;Product1;1200;Mastercard
01/22/2009 09:00;Product1;1200;Visa
01/25/2009 12:59;Product1;1200;Visa
01/10/2009 19:28;Product2;3600;Visa
01/08/2009 12:04;Product1;1200;Visa
01/03/2009 14:14;Product1;1200;Visa
01/22/2009 12:37;Product2;3600;Amex
01/06/2009 09:45;Product1;1200;Diners
01/12/2009 07:23;Product1;1200;Visa
01/30/2009 04:48;Product1;1200;Visa
01/22/2009 16:29;Product1;1200;Visa
01/27/2009 06:26;Product1;1200;Mastercard
01/15/2009 10:16;Product3;7500;Visa
01/19/2009 18:54;Product1;1200;Amex
01/01/2009 18:32;Product1;1200;Amex
01/24/2009 18:02;Product1;1200;Visa
01/07/2009 08:26;Product1;1200;Diners
01/25/2009 16:17;Product1;1200;Amex
01/15/2009 10:37;Product1;1200;Visa
01/20/2009 15:28;Product1;1200;Visa
01/28/2009 18:00;Product1;13000;Visa
01/29/2009 05:06;Product1;1200;Amex
01/06/2009 18:53;Product1;1200;Visa
01/21/2009 06:55;Product1;1200;Visa
01/25/2009 17:58;Product2;3600;Visa
01/09/2009 14:37;Product1;1200;Visa
01/26/2009 20:47;Product1;1200;Mastercard
01/18/2009 12:57;Product1;1200;Mastercard
01/24/2009 21:26;Product1;1200;Visa
01/26/2009 12:26;Product2;3600;Mastercard
01/05/2009 07:37;Product1;1200;Visa
01/18/2009 09:42;Product1;1200;Visa
01/09/2009 11:14;Product1;1200;Visa
01/07/2009 07:28;Product1;1200;Amex
01/30/2009 12:18;Product1;1200;Mastercard
01/06/2009 05:42;Product1;1200;Amex
01/19/2009 09:34;Product1;1200;Amex
01/09/2009 07:49;Product1;1200;Visa
01/14/2009 13:23;Product1;1200;Diners
01/07/2009 20:01;Product1;1200;Visa
01/20/2009 12:32;Product1;1200;Visa
01/06/2009 14:35;Product1;1200;Diners
01/05/2009 10:02;Product2;3600;Visa
01/21/2009 20:44;Product1;1200;Mastercard
01/05/2009 09:09;Product1;1200;Visa
01/27/2009 11:18;Product2;3600;Amex
01/30/2009 06:48;Product1;1200;Mastercard
01/22/2009 18:07;Product1;1200;Visa
01/19/2009 11:05;Product1;1200;Visa
01/29/2009 13:41;Product1;1200;Visa
01/16/2009 08:28;Product1;1200;Visa
01/26/2009 07:11;Product1;1200;Visa
01/31/2009 05:39;Product2;3600;Mastercard
01/26/2009 08:45;Product1;1200;Visa
01/23/2009 10:45;Product1;1200;Visa
01/28/2009 08:50;Product1;1200;Visa
01/15/2009 19:10;Product2;3600;Diners
01/11/2009 06:09;Product1;1200;Amex
01/05/2009 18:55;Product1;1200;Visa
01/02/2009 18:54;Product1;1200;Mastercard
01/22/2009 06:51;Product1;1200;Visa
01/10/2009 14:59;Product1;1200;Amex
01/26/2009 15:42;Product1;1200;Visa
01/19/2009 07:49;Product1;1200;Amex
01/06/2009 10:34;Product1;1200;Mastercard
01/14/2009 16:02;Product1;1200;Mastercard
01/14/2009 18:05;Product1;1200;Visa
01/08/2009 20:52;Product1;1200;Visa
01/25/2009 10:34;Product1;1200;Amex
01/29/2009 10:07;Product1;1200;Visa
01/25/2009 12:35;Product2;3600;Visa
01/03/2009 16:56;Product1;1200;Visa
01/25/2009 18:33;Product1;1200;Visa
01/15/2009 11:43;Product1;1200;Visa
01/23/2009 16:30;Product2;3600;Amex
01/05/2009 12:57;Product1;1200;Diners
01/29/2009 16:52;Product1;1200;Visa
01/10/2009 00:04;Product1;1200;Mastercard
01/25/2009 17:48;Product1;1200;Visa
01/18/2009 12:05;Product2;3600;Visa
01/20/2009 14:55;Product1;1200;Mastercard
01/02/2009 18:41;Product1;1200;Visa
01/21/2009 07:19;Product1;1200;Visa
01/11/2009 17:52;Product2;3600;Visa
01/16/2009 17:56;Product1;1200;Mastercard
01/09/2009 20:00;Product1;1200;Visa
01/25/2009 12:55;Product1;1200;Amex
01/24/2009 13:35;Product1;1200;Visa
01/28/2009 13:30;Product1;1200;Visa
01/20/2009 19:08;Product1;1200;Amex
01/29/2009 17:13;Product1;1200;Amex
01/13/2009 09:16;Product1;1200;Visa
01/22/2009 10:59;Product1;1200;Visa
01/24/2009 08:45;Product1;1200;Visa
01/24/2009 17:18;Product2;3600;Visa
01/29/2009 08:13;Product1;1200;Mastercard
01/23/2009 15:38;Product1;1200;Visa
01/17/2009 20:33;Product1;1200;Amex
01/20/2009 08:16;Product1;1200;Mastercard
01/15/2009 18:12;Product1;1200;Diners
01/23/2009 13:55;Product1;1200;Mastercard
01/12/2009 11:48;Product1;1200;Mastercard
01/29/2009 15:20;Product1;1200;Mastercard
01/19/2009 14:06;Product1;1200;Mastercard
01/09/2009 15:03;Product1;1200;Visa
01/23/2009 07:04;Product1;1200;Amex
01/19/2009 16:16;Product1;1200;Mastercard
01/15/2009 18:08;Product2;3600;Amex
01/12/2009 17:28;Product1;1200;Amex
01/24/2009 12:43;Product1;1200;Visa
01/07/2009 10:49;Product2;3600;Visa
01/11/2009 17:06;Product1;1200;Visa
01/27/2009 06:20;Product1;1200;Mastercard
01/04/2009 16:23;Product1;1200;Visa
01/06/2009 12:26;Product1;1200;Visa
01/26/2009 18:38;Product1;1200;Visa
01/18/2009 13:25;Product1;1200;Visa
01/18/2009 18:57;Product1;1200;Mastercard
01/16/2009 19:13;Product1;1200;Diners
01/31/2009 15:25;Product1;1200;Visa
01/09/2009 08:57;Product1;1200;Diners
01/10/2009 15:18;Product2;3600;Mastercard
01/16/2009 19:47;Product1;1200;Amex
01/17/2009 09:12;Product1;1200;Amex
01/27/2009 15:09;Product1;1200;Visa
01/25/2009 21:49;Product1;1200;Mastercard
01/17/2009 14:06;Product1;1200;Amex
01/12/2009 12:00;Product1;1200;Mastercard
01/25/2009 20:15;Product1;1200;Visa
01/30/2009 09:00;Product1;1200;Mastercard
01/04/2009 10:18;Product1;1200;Mastercard
01/23/2009 14:57;Product1;1200;Mastercard
01/12/2009 10:08;Product2;3600;Mastercard
01/26/2009 15:16;Product1;1200;Visa
01/15/2009 15:56;Product2;3600;Visa
01/02/2009 20:47;Product1;1200;Visa
01/25/2009 09:36;Product1;1200;Visa
01/06/2009 18:10;Product1;1200;Visa
01/31/2009 06:14;Product1;1200;Diners
01/06/2009 09:31;Product1;1200;Visa
01/21/2009 07:31;Product1;1200;Mastercard
01/29/2009 12:10;Product1;1200;Amex
01/08/2009 19:26;Product2;3600;Visa
01/10/2009 16:02;Product1;1200;Visa
01/23/2009 13:13;Product1;1200;Mastercard
01/27/2009 14:42;Product2;3600;Mastercard
01/29/2009 12:16;Product1;1200;Mastercard
01/19/2009 17:40;Product1;1200;Visa
01/30/2009 10:31;Product1;1200;Mastercard
01/01/2009 16:44;Product1;1200;Amex
01/25/2009 11:35;Product3;7500;Mastercard
01/26/2009 14:02;Product1;1200;Mastercard
01/16/2009 10:27;Product1;1200;Mastercard
01/25/2009 18:33;Product1;1200;Mastercard
01/12/2009 17:19;Product2;3600;Diners
01/15/2009 15:22;Product1;1200;Visa
01/26/2009 05:38;Product2;3600;Amex
01/24/2009 10:38;Product1;1200;Visa
01/02/2009 07:30;Product1;1200;Mastercard
01/26/2009 06:38;Product1;1200;Visa
01/26/2009 08:00;Product1;1200;Amex
01/11/2009 08:41;Product1;1200;Amex
01/21/2009 10:32;Product1;1200;Mastercard
01/31/2009 18:12;Product1;1200;Visa
01/22/2009 15:35;Product1;1200;Visa
01/05/2009 11:24;Product1;1200;Amex
01/23/2009 11:23;Product1;1200;Mastercard
01/07/2009 20:55;Product1;1200;Mastercard
01/13/2009 09:40;Product1;1200;Visa
01/25/2009 15:18;Product2;3600;Visa
01/13/2009 07:09;Product2;3600;Amex
01/03/2009 11:03;Product1;1200;Mastercard
01/05/2009 07:55;Product1;1200;Mastercard
01/25/2009 14:40;Product1;1200;Visa
01/25/2009 17:55;Product1;1200;Visa
01/03/2009 12:54;Product1;1200;Diners
01/10/2009 09:32;Product2;3600;Mastercard
01/22/2009 12:45;Product3;7500;Visa
01/06/2009 18:11;Product2;3600;Mastercard
01/25/2009 10:50;Product1;1200;Diners
01/14/2009 08:38;Product1;1200;Visa
01/07/2009 18:15;Product1;1200;Mastercard
01/03/2009 21:19;Product1;1200;Visa
01/29/2009 13:25;Product1;1200;Diners
01/23/2009 10:04;Product1;1200;Mastercard
01/28/2009 11:19;Product1;1200;Visa
01/07/2009 17:48;Product1;1200;Mastercard
01/01/2009 04:24;Product3;7500;Amex
01/12/2009 21:30;Product1;1200;Visa
01/02/2009 06:17;Product1;1200;Mastercard
01/06/2009 07:45;Product2;3600;Visa
01/06/2009 12:56;Product1;1200;Visa
01/02/2009 02:57;Product1;1200;Visa
01/09/2009 15:58;Product1;1200;Mastercard
01/02/2009 06:07;Product1;1200;Visa
01/04/2009 13:56;Product1;1200;Mastercard
01/12/2009 05:18;Product1;1200;Mastercard
01/11/2009 10:38;Product1;1200;Mastercard
01/10/2009 14:03;Product1;1200;Mastercard
01/08/2009 07:26;Product1;1200;Mastercard
01/15/2009 10:24;Product1;1200;Visa
01/09/2009 15:32;Product1;1200;Diners
01/18/2009 11:34;Product2;3600;Visa
01/18/2009 04:38;Product1;1200;Visa
01/19/2009 11:12;Product1;1200;Visa
01/20/2009 03:11;Product1;1200;Visa
01/20/2009 05:50;Product1;1200;Visa
01/03/2009 08:29;Product1;1200;Visa
01/21/2009 02:15;Product1;1200;Visa
01/06/2009 04:18;Product1;1200;Visa
01/14/2009 03:09;Product1;1200;Mastercard
01/24/2009 09:01;Product2;3600;Visa
01/11/2009 07:10;Product2;3600;Visa
01/11/2009 15:59;Product1;1200;Visa
01/01/2009 09:21;Product1;1200;Diners
01/11/2009 11:36;Product1;1200;Mastercard
01/07/2009 04:45;Product1;1200;Amex
01/26/2009 08:58;Product1;1200;Diners
01/05/2009 05:33;Product1;1200;Mastercard
01/27/2009 05:10;Product1;1200;Visa
01/02/2009 15:18;Product1;1200;Diners
01/28/2009 07:07;Product1;1200;Visa
01/24/2009 04:01;Product1;1200;Visa
01/02/2009 05:14;Product1;1200;Visa
01/13/2009 08:20;Product1;1200;Mastercard
01/13/2009 11:31;Product1;1200;Visa
01/05/2009 11:21;Product1;1200;Visa
01/31/2009 09:12;Product1;1200;Visa
01/31/2009 09:00;Product1;1200;Visa
01/22/2009 12:32;Product1;1200;Mastercard
01/26/2009 04:53;Product1;1200;Visa
01/09/2009 03:38;Product1;1200;Visa
01/05/2009 13:07;Product1;1200;Visa
01/15/2009 15:26;Product1;1200;Visa
01/08/2009 08:11;Product1;1200;Diners
01/24/2009 10:23;Product1;1200;Visa
01/01/2009 16:00;Product1;1200;Visa
01/16/2009 12:47;Product1;1200;Visa
01/02/2009 07:47;Product1;1200;Diners
01/10/2009 08:13;Product1;1200;Mastercard
01/27/2009 02:32;Product1;1200;Visa
01/18/2009 13:36;Product1;1200;Amex
01/18/2009 11:42;Product1;1200;Visa
01/30/2009 11:56;Product1;1200;Mastercard
01/14/2009 01:28;Product1;1200;Mastercard
01/05/2009 15:23;Product1;1200;Visa
01/24/2009 07:18;Product2;3600;Visa
01/14/2009 12:33;Product1;1200;Visa
01/01/2009 12:42;Product1;1200;Visa
01/15/2009 05:11;Product2;3600;Visa
01/19/2009 10:13;Product2;3600;Mastercard
01/08/2009 03:29;Product1;1200;Visa
01/07/2009 13:28;Product1;1200;Visa
01/02/2009 14:14;Product1;1200;Diners
01/28/2009 16:17;Product1;1200;Mastercard
01/04/2009 12:53;Product1;1200;Diners
01/08/2009 02:46;Product1;1200;Mastercard
01/04/2009 04:05;Product1;1200;Mastercard
01/19/2009 06:50;Product1;1200;Visa
01/13/2009 13:36;Product1;1200;Visa
01/20/2009 05:53;Product1;1200;Diners
01/09/2009 14:55;Product1;1200;Visa
01/27/2009 03:19;Product1;1200;Mastercard
01/22/2009 05:39;Product2;3600;Visa
01/22/2009 09:48;Product2;3600;Mastercard
01/02/2009 07:03;Product1;1200;Visa
01/02/2009 05:33;Product1;1200;Visa
01/25/2009 07:29;Product1;1200;Diners
01/29/2009 23:48;Product1;1200;Visa
01/11/2009 04:34;Product1;1200;Visa
01/17/2009 06:39;Product1;1200;Diners
01/25/2009 08:48;Product1;1200;Mastercard
01/24/2009 13:38;Product1;1200;Mastercard
01/12/2009 13:41;Product1;1200;Amex
01/31/2009 07:13;Product1;1200;Amex
01/21/2009 02:07;Product1;1200;Mastercard
01/04/2009 14:27;Product1;1200;Visa
01/05/2009 15:15;Product1;1200;Amex
01/25/2009 09:27;Product1;1200;Visa
01/07/2009 09:54;Product1;1200;Visa
01/15/2009 11:45;Product1;1200;Diners
01/19/2009 05:56;Product1;1200;Visa
01/04/2009 09:28;Product1;1200;Visa
01/02/2009 04:34;Product1;1200;Visa
01/27/2009 02:57;Product1;1200;Visa
01/19/2009 04:55;Product1;1200;Visa
01/20/2009 10:42;Product2;3600;Diners
01/22/2009 14:25;Product1;1200;Visa
01/08/2009 11:55;Product1;1200;Diners
01/14/2009 11:19;Product1;1200;Visa
01/17/2009 09:49;Product1;1200;Diners
01/10/2009 07:55;Product1;1200;Visa
01/25/2009 02:46;Product2;3600;Visa
01/17/2009 20:46;Product2;3600;Visa
01/20/2009 20:09;Product1;1200;Visa
01/11/2009 06:51;Product1;1200;Visa
01/02/2009 00:50;Product1;1200;Visa
01/03/2009 09:54;Product1;1200;Visa
01/08/2009 23:00;Product1;1200;Visa
01/22/2009 02:16;Product1;1200;Visa
01/21/2009 12:38;Product1;1200;Visa
01/07/2009 13:19;Product1;1200;Visa
01/27/2009 18:06;Product1;1200;Visa
01/15/2009 09:00;Product1;1200;Visa
01/08/2009 19:29;Product2;3600;Mastercard
01/24/2009 23:21;Product1;1200;Visa
01/08/2009 01:59;Product1;1200;Mastercard
01/07/2009 00:12;Product2;3600;Mastercard
01/05/2009 13:52;Product1;1200;Mastercard
01/18/2009 06:30;Product1;1200;Visa
01/14/2009 05:20;Product2;3600;Visa
01/05/2009 19:26;Product1;1200;Visa
01/01/2009 12:25;Product2;3600;Mastercard
01/12/2009 10:05;Product2;3600;Amex
01/05/2009 08:28;Product1;1200;Visa
01/25/2009 08:50;Product1;1200;Mastercard
01/05/2009 07:47;Product1;1200;Amex
01/07/2009 13:01;Product2;3600;Visa
01/24/2009 13:54;Product2;3600;Mastercard
01/14/2009 12:55;Product1;1200;Visa
01/27/2009 13:08;Product1;1200;Mastercard
01/03/2009 13:35;Product1;1200;Mastercard
01/13/2009 14:44;Product2;3600;Visa
01/24/2009 09:30;Product1;1200;Visa
01/28/2009 00:22;Product1;1200;Visa
01/21/2009 23:52;Product1;1200;Visa
01/29/2009 01:01;Product1;1200;Diners
01/27/2009 03:45;Product2;3600;Visa
01/12/2009 23:21;Product1;1200;Mastercard
01/21/2009 11:56;Product1;1200;Visa
01/30/2009 06:18;Product2;3600;Mastercard
01/21/2009 02:20;Product2;3600;Visa
01/25/2009 13:50;Product2;3600;Visa
01/30/2009 01:09;Product1;1200;Mastercard
01/08/2009 11:14;Product2;3600;Visa
01/30/2009 14:36;Product1;1200;Visa
01/26/2009 06:37;Product1;1200;Visa
01/08/2009 02:49;Product2;3600;Mastercard
01/16/2009 05:12;Product2;3600;Visa
01/23/2009 05:52;Product1;1200;Amex
01/13/2009 09:26;Product1;1200;Visa
01/26/2009 13:41;Product1;1200;Mastercard
01/05/2009 00:31;Product1;1200;Mastercard
01/03/2009 06:41;Product2;3600;Visa
01/25/2009 18:21;Product1;1200;Visa
